Nom,Sous-type,Commune,Code postal,Département,Région,Latitude,Longitude,Site internet
Place de l'Eperon,Site culturel,Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.044822,5.043107,
Gîte Les Cocons d'AleXan - Studio Balnéo,Hébergement,Quinssaines,03380,Allier,Auvergne-Rhône-Alpes,46.300648,2.510141,
The People Lyon,Restauration,Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.771649,4.827543,https://www.thepeoplehostel.com/fr/bar-restaurant/bar-lyon/
Odalys - Le Panoramic,Hébergement,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.006756,6.69544,http://www.odalys-vacances.com/
Restaurant Charles Ville,Restauration,Hérisson,03190,Allier,Auvergne-Rhône-Alpes,46.508539,2.711922,
Via Ardèche - tronçon cyclable Lalevade-Labégude,"Site sportif, récréatif et de loisirs",Lalevade-d'Ardèche,07380,Ardèche,Auvergne-Rhône-Alpes,44.648447,4.324264,https://sourcesvolcans.com/via-ardeche
Centre sportif de la Cité de l'Eau,"Site sportif, récréatif et de loisirs",Publier,74500,Haute-Savoie,Auvergne-Rhône-Alpes,46.395294,6.529829,https://centre-nautique.ville-publier.fr/
L''artsolite,"Site sportif, récréatif et de loisirs,Commerce de détail",Saint-Jean-en-Royans,26190,Drôme,Auvergne-Rhône-Alpes,45.018199,5.289092,http://www.lartsolite.com/
Gîte La Gorre,Hébergement,Roiffieux,07100,Ardèche,Auvergne-Rhône-Alpes,45.227133,4.624803,https://www.gitedelagorre.fr/
Cabaret l'Ane Rouge,Restauration,Lyon 5e Arrondissement,69005,Rhône,Auvergne-Rhône-Alpes,45.765348,4.827374,http://www.anerouge.fr/
Chapelle de la Ronde,Site culturel,Varennes-sur-Allier,03150,Allier,Auvergne-Rhône-Alpes,46.328394,3.390004,
Maison du Chambon,Hébergement,La Chapelle,03300,Allier,Auvergne-Rhône-Alpes,46.074934,3.545464,
Aire de pique-nique - Aire de Néris-les-Bains,"Site sportif, récréatif et de loisirs,Service pratique",Néris-les-Bains,03310,Allier,Auvergne-Rhône-Alpes,46.280907,2.672911,https://www.cmnc03-tourisme.com/fr
Elle Chablatte - Enduro,"Site sportif, récréatif et de loisirs",Bourg-Saint-Maurice,73700,Savoie,Auvergne-Rhône-Alpes,45.550838,6.787562,https://www.lesarcs-peiseyvallandry.com/
Domaine équestre de la Maurinière,"Site sportif, récréatif et de loisirs",Brénod,01110,Ain,Auvergne-Rhône-Alpes,46.054124,5.602335,https://www.mauriniere.fr/
Aire de camping des Tissiers,"Service pratique,Hébergement",Gannay-sur-Loire,03230,Allier,Auvergne-Rhône-Alpes,46.715932,3.614135,
Pump track de Culoz,"Site sportif, récréatif et de loisirs",Culoz-Béon,01350,Ain,Auvergne-Rhône-Alpes,45.851667,5.793166,http://www.culoz.fr/
Domaine viticole Philippe Deschamps,Fournisseur de dégustation,Beaujeu,69430,Rhône,Auvergne-Rhône-Alpes,46.149354,4.602377,
La Table de Gordes,Restauration,Grenoble,38000,Isère,Auvergne-Rhône-Alpes,45.192057,5.727616,http://www.latabledegordes.fr/
Comptoir Gourmand,Restauration,Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.732547,4.818236,
Pierre et Vacances Les Balcons de Bellevarde,Hébergement,Val-d'Isère,73150,Savoie,Auvergne-Rhône-Alpes,45.4625,6.96511,https://www.pierreetvacances.com/fr-fr/fp_IDS_location-residence-les-balcons-de-bellevarde
Brasserie Les Cimes,Restauration,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.005417,6.693727,"https://www.covermanager.com/reserve/module_restaurant/restaurant-brasserielescimes/french,https://lescimesflaine.com/"
Yakan le Comptoir,"Restauration,Commerce de détail",Buis-les-Baronnies,26170,Drôme,Auvergne-Rhône-Alpes,44.275988,5.27571,https://opportunityforwomen.org/
La ferme des petites cornes,Fournisseur de dégustation,Saint-Pierre-de-Chartreuse,38380,Isère,Auvergne-Rhône-Alpes,45.317437,5.799279,
Cotes,"Site sportif, récréatif et de loisirs",Albiez-Montrond,73300,Savoie,Auvergne-Rhône-Alpes,45.225636,6.33789,
Le Comptoir de Philomène,Restauration,Saint-Nazaire-le-Désert,26340,Drôme,Auvergne-Rhône-Alpes,44.569695,5.275533,https://www.facebook.com/LeComptoirdePhilomeneDrome/
Aux portes de Moulins,Hébergement,Yzeure,03400,Allier,Auvergne-Rhône-Alpes,46.575019,3.349743,
Parcours de visite fléchée de Murat,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Murat,15300,Cantal,Auvergne-Rhône-Alpes,45.110943,2.870022,
Bar à bière - Brasserie d'Oé,"Site sportif, récréatif et de loisirs,Restauration",Aussois,73500,Savoie,Auvergne-Rhône-Alpes,45.227522,6.740651,https://www.brasseriedoe.com/
Parcours d'orientation patrimoine adulte,"Site sportif, récréatif et de loisirs",Monestier-de-Clermont,38650,Isère,Auvergne-Rhône-Alpes,44.916585,5.63475,http://www.trieves-vercors.fr/
Maison de la Réserve Naturelle,Site culturel,Sixt-Fer-à-Cheval,74740,Haute-Savoie,Auvergne-Rhône-Alpes,46.053786,6.77423,
Le Bistrot du Rocher,Restauration,Sampzon,07120,Ardèche,Auvergne-Rhône-Alpes,44.424231,4.344006,http://www.lebistrotdurocher.com/
Alessandro,Restauration,Courchevel,73120,Savoie,Auvergne-Rhône-Alpes,45.415336,6.632524,https://alessandrocourchevel.com/restaurant-1850m/
Ici ou chez vous,Restauration,Allevard,38580,Isère,Auvergne-Rhône-Alpes,45.393857,6.074394,
Café-restaurant Les Vinzelles,Restauration,Volvic,63530,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.851457,3.045428,http://lesvinzelles.com/
Parcours d'orientation rando,"Site sportif, récréatif et de loisirs",Monestier-de-Clermont,38650,Isère,Auvergne-Rhône-Alpes,44.916585,5.63475,http://www.trieves-vercors.fr/
Chalet Sun Panorama,Hébergement,Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.174404,5.559027,https://www.chaletsunpanorama.com/
Epithèque,Restauration,Valence,26000,Drôme,Auvergne-Rhône-Alpes,44.932701,4.890808,https://baptistepoinot.com/
Eco musée,Site culturel,Sahune,26510,Drôme,Auvergne-Rhône-Alpes,44.409497,5.269841,http://amis-vieux-sahune.fr/
Les Terrasses Fleuries,"Restauration,Commerce de détail",Saillans,26340,Drôme,Auvergne-Rhône-Alpes,44.696665,5.197976,http://les-terrasses-de-saillans.fr/
Food Society,Restauration,Lyon 3e Arrondissement,69003,Rhône,Auvergne-Rhône-Alpes,45.7617,4.856256,http://www.foodsociety.fr/
La Fontenelle,Hébergement,Souvigny,03210,Allier,Auvergne-Rhône-Alpes,46.534977,3.188774,https://www.lafontenelle-souvigny.net/
Sév resto,Restauration,Roussillon,38150,Isère,Auvergne-Rhône-Alpes,45.36716,4.80022,https://sev-resto-roussillon.eatbu.com/?lang=fr#
Le Pota'Ju - Julien THERON,Fournisseur de dégustation,Rosières,07260,Ardèche,Auvergne-Rhône-Alpes,44.507171,4.224199,
Les Marto-piqueuses,Fournisseur de dégustation,Saint-Sylvestre,07440,Ardèche,Auvergne-Rhône-Alpes,44.987429,4.745386,
Igloo (l'),"Site sportif, récréatif et de loisirs",Huez,38750,Isère,Auvergne-Rhône-Alpes,45.092035,6.064434,
MMV Les Clarines,Hébergement,Les Deux Alpes,38860,Isère,Auvergne-Rhône-Alpes,45.005926,6.120322,https://www.mmv.fr/residence-club-ski-les-2-alpes-les-clarines
Sandra Garcia Galerie Atelier d'Art,"Site sportif, récréatif et de loisirs,Commerce de détail",Crémieu,38460,Isère,Auvergne-Rhône-Alpes,45.724986,5.252095,
Le Charmes du Burger,Restauration,Charmes,03800,Allier,Auvergne-Rhône-Alpes,46.097152,3.248473,
Chalet Sun Panorama,Hébergement,Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.174389,5.55873,https://www.gites-de-france-isere.com/fiche-hebergement-21153.html
VVF Villages Rive Gauche,Hébergement,Val-Cenis,73480,Savoie,Auvergne-Rhône-Alpes,45.289816,6.917409,https://www.vvf.fr/?startDate=&endDate=&adult=2&children=0&baby=0&animal=0&searchTerm=null
Les anciens thermes,Site culturel,Sail-sous-Couzan,42890,Loire,Auvergne-Rhône-Alpes,45.734313,3.971257,
Sohalia,"Site sportif, récréatif et de loisirs",Besse-et-Saint-Anastaise,63610,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.509707,2.860181,https://sohaliabienetre.fr/
Restaurant du Domaine de Sainte Croix,Restauration,Sainte-Croix,01120,Ain,Auvergne-Rhône-Alpes,45.892619,5.056076,
GAEC la ferme du fournet,Fournisseur de dégustation,Saint-Clair-sur-Galaure,38940,Isère,Auvergne-Rhône-Alpes,45.278435,5.148495,
Parcours de visite fléchée de Massiac,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Massiac,15500,Cantal,Auvergne-Rhône-Alpes,45.253623,3.196875,
"Rivière ""La Mâtre""","Site sportif, récréatif et de loisirs",Messimy-sur-Saône,01480,Ain,Auvergne-Rhône-Alpes,46.053443,4.753196,http://tourisme-val-de-saone.fr/
Ecuries des Clem,"Site sportif, récréatif et de loisirs",Viriville,38980,Isère,Auvergne-Rhône-Alpes,45.319948,5.197109,
Le Roadster,Restauration,Pradons,07120,Ardèche,Auvergne-Rhône-Alpes,44.47432,4.35842,
B 52,Restauration,Ambérieu-en-Bugey,01500,Ain,Auvergne-Rhône-Alpes,45.971686,5.338812,
Parcours d'orientation ludique enfant,"Site sportif, récréatif et de loisirs",Monestier-de-Clermont,38650,Isère,Auvergne-Rhône-Alpes,44.916585,5.63475,http://www.trieves-vercors.fr/
L’ilôt Swing,Restauration,L'Isle-d'Abeau,38080,Isère,Auvergne-Rhône-Alpes,45.598724,5.208097,
Waffle Factory - The Village,Restauration,Villefontaine,38090,Isère,Auvergne-Rhône-Alpes,45.625441,5.160947,https://thevillageoutlet.com/page/waffle-factory
Villa Vénitienne,Site culturel,Vichy,03200,Allier,Auvergne-Rhône-Alpes,46.123706,3.418506,http://www.vichymonamour.fr/
Villa Strauss,Site culturel,Vichy,03200,Allier,Auvergne-Rhône-Alpes,46.123596,3.41839,http://www.vichymonamour.fr/
"Circuit QR code, flashez sur le patrimoine de Savigny","Site sportif, récréatif et de loisirs,Itinéraire pédestre",Savigny,69210,Rhône,Auvergne-Rhône-Alpes,45.816896,4.576157,https://savigny-en-lyonnais-patrimoine.fr/
Itinéraire de ski de randonnée Le Clot,"Site sportif, récréatif et de loisirs",Bessans,73480,Savoie,Auvergne-Rhône-Alpes,45.326089,6.987512,
N°16 L'Oursière VTTAE - Bleu,"Site sportif, récréatif et de loisirs",La Motte-Saint-Martin,38770,Isère,Auvergne-Rhône-Alpes,44.947868,5.718403,https://www.matheysine-tourisme.com/
Les Gnolus - Réduits en « Brouilly » !,"Site sportif, récréatif et de loisirs",Saint-Lager,69220,Rhône,Auvergne-Rhône-Alpes,46.107715,4.654703,https://www.lesgnolus.fr/
L'Orangerie - Domaine les Gandins,Hébergement,Saint-Germain-de-Salles,03140,Allier,Auvergne-Rhône-Alpes,46.193676,3.242409,http://www.domainelesgandins.com/
Domaine Saint Cassin,Fournisseur de dégustation,Desingy,74270,Haute-Savoie,Auvergne-Rhône-Alpes,46.018097,5.888377,
Café Bar du lac de St Front,"Restauration,Commerce de détail",Saint-Front,43550,Haute-Loire,Auvergne-Rhône-Alpes,44.978588,4.171717,
"Les Gnolus - Graâl, premier de la classe","Site sportif, récréatif et de loisirs",Villefranche-sur-Saône,69400,Rhône,Auvergne-Rhône-Alpes,45.98896,4.713841,https://www.lesgnolus.fr/
Parcours d'initiation Gravel,"Site sportif, récréatif et de loisirs",Albiez-Montrond,73300,Savoie,Auvergne-Rhône-Alpes,45.218557,6.340921,
Tentes safari - Domaine les Gandins,Hébergement,Saint-Germain-de-Salles,03140,Allier,Auvergne-Rhône-Alpes,46.193676,3.242409,http://www.domainelesgandins.com/
Casa Sauvage - Pizzeria,Restauration,Villard-Reculas,38114,Isère,Auvergne-Rhône-Alpes,45.092842,6.030971,https://demeuresauvage.com/
Cinéma Institut Lumière - Le Hangar,"Site sportif, récréatif et de loisirs",Lyon 8e Arrondissement,69008,Rhône,Auvergne-Rhône-Alpes,45.745366,4.869003,http://www.institut-lumiere.org/
Les Bottières par le Chosalet et Saint-Pancrace,"Site sportif, récréatif et de loisirs",Saint-Jean-de-Maurienne,73300,Savoie,Auvergne-Rhône-Alpes,45.279449,6.346613,
Les Gnolus - Tombés du nid,"Site sportif, récréatif et de loisirs",Ternand,69620,Rhône,Auvergne-Rhône-Alpes,45.945635,4.527241,https://www.lesgnolus.fr/
Restaurant Kyriad Direct,Restauration,Chasse-sur-Rhône,38670,Isère,Auvergne-Rhône-Alpes,45.586203,4.787722,https://direct-lyon-sud-chasse-sur-rhone.kyriad.com/fr-fr/
Espace d'interprétation du belvédère de Plan d'Aval,Site culturel,Aussois,73500,Savoie,Auvergne-Rhône-Alpes,45.245144,6.726331,https://www.mairie-aussois.com/
"Explore game : jeu de piste ""Le curieux héritage de Célestin""","Site sportif, récréatif et de loisirs",Saint-Théoffrey,38119,Isère,Auvergne-Rhône-Alpes,44.998366,5.776449,"https://baludik.fr/balades/fiche_balade_parcours-b1496-le_curieux_heritage_de_celestin-saint_theoffrey-isere-38,https://www.matheysine-tourisme.com/"
Les Gnolus - Quelque chose qui cloche...,"Site sportif, récréatif et de loisirs",Vaux-en-Beaujolais,69460,Rhône,Auvergne-Rhône-Alpes,46.055988,4.59307,https://www.lesgnolus.fr/
Florent Héritier,Fournisseur de dégustation,Frangy,74270,Haute-Savoie,Auvergne-Rhône-Alpes,46.018758,5.93568,https://vin-savoie-heritier.fr/
N°32 La descente de la Malsanne VTTAE - Rouge,"Site sportif, récréatif et de loisirs",Chantepérier,38740,Isère,Auvergne-Rhône-Alpes,45.006724,5.967113,https://www.matheysine-tourisme.com/
Aire de jeux - Les Gaillands,"Site sportif, récréatif et de loisirs",Chamonix-Mont-Blanc,74400,Haute-Savoie,Auvergne-Rhône-Alpes,45.914142,6.84751,
Bois le Duc - Domaine les Gandins,Hébergement,Saint-Germain-de-Salles,03140,Allier,Auvergne-Rhône-Alpes,46.193676,3.242409,http://www.domainelesgandins.com/
Service patrimoine-musée de la Ville de Montmélian,Site culturel,Montmélian,73800,Savoie,Auvergne-Rhône-Alpes,45.500326,6.060821,https://montmelian.com/visite-de-montmelian/
L'Hache Toi,"Site sportif, récréatif et de loisirs",Aurillac,15000,Cantal,Auvergne-Rhône-Alpes,44.921701,2.440038,http://lhache-toi-france.fr/
Les Bottières par Les Léchères et le Frégny,"Site sportif, récréatif et de loisirs",Saint-Jean-de-Maurienne,73300,Savoie,Auvergne-Rhône-Alpes,45.279449,6.346613,
Pizza et Cie,Restauration,Brignais,69530,Rhône,Auvergne-Rhône-Alpes,45.667655,4.752492,
Domaine Bernard Jomain,Fournisseur de dégustation,Charentay,69220,Rhône,Auvergne-Rhône-Alpes,46.084743,4.671839,https://www.domainebernardjomain.com/
Auberge du Plat - Restaurant La Peña,Restauration,Yzeron,69510,Rhône,Auvergne-Rhône-Alpes,45.704098,4.579737,https://www.aubergeduplat.fr/
Verger Saint Vincent,Hébergement,Beaujeu,69430,Rhône,Auvergne-Rhône-Alpes,46.163876,4.596179,https://www.vergersaintvincent.com/
Montée au Pied des Aiguilles d'Arves,"Site sportif, récréatif et de loisirs",Albiez-Montrond,73300,Savoie,Auvergne-Rhône-Alpes,45.218557,6.340921,
Apothicairerie,Site culturel,Villefranche-sur-Saône,69400,Rhône,Auvergne-Rhône-Alpes,45.988994,4.717287,https://www.beaujolais-tourisme.com/
Le Pré Tardy - Piste verte de ski nordique,"Site sportif, récréatif et de loisirs",Belleydoux,01130,Ain,Auvergne-Rhône-Alpes,46.25313,5.777169,"https://www.nordicfrance.fr/nordicfrance_station/belleydoux/,https://www.hautbugey-tourisme.com/"
Terrain de tennis de Massiac,"Site sportif, récréatif et de loisirs",Massiac,15500,Cantal,Auvergne-Rhône-Alpes,45.247433,3.189607,
"Village de gîtes ""Le Mas de la Grenouillère""",Hébergement,Joyeuse,07260,Ardèche,Auvergne-Rhône-Alpes,44.472002,4.233135,http://www.gites-lagrenouillere.com/
Circuit découverte de Vonnas,Site culturel,Vonnas,01540,Ain,Auvergne-Rhône-Alpes,46.219403,4.991222,http://www.veyle-tourisme.fr/
Montée au Col de la Croix de Fer,"Site sportif, récréatif et de loisirs",Saint-Jean-de-Maurienne,73300,Savoie,Auvergne-Rhône-Alpes,45.279449,6.346613,
Au Régal du Ponteil,Restauration,Issoire,63500,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.544342,3.247797,https://www.resto-solidaire-63.com/
"Clos Vitis, Jardin de Vignes en Beaujolais",Site culturel,Saint-Lager,69220,Rhône,Auvergne-Rhône-Alpes,46.112353,4.671545,http://www.espace-des-brouilly.com/
Station AirFit,"Site sportif, récréatif et de loisirs",Crêts en Belledonne,38830,Isère,Auvergne-Rhône-Alpes,45.376564,6.052216,http://cretsenbelledonne.fr/
Pêche au lac de Darbon,"Site sportif, récréatif et de loisirs",Vacheresse,74360,Haute-Savoie,Auvergne-Rhône-Alpes,46.343762,6.747699,https://www.aappmacg.com/
Othentik,Fournisseur de dégustation,Yssingeaux,43200,Haute-Loire,Auvergne-Rhône-Alpes,45.14981,4.136126,https://www.spiritueuxothentik.com/
Domaine des Côteaux d'Or,"Location,Site sportif, récréatif et de loisirs",Porte des Pierres Dorées,69400,Rhône,Auvergne-Rhône-Alpes,45.958459,4.636617,http://www.coteauxdor.com/
Restaurant Les Barres,Restauration,Saint-Igny-de-Vers,69790,Rhône,Auvergne-Rhône-Alpes,46.25645,4.296635,
Parc Thermal,Site culturel,La Léchère,73260,Savoie,Auvergne-Rhône-Alpes,45.508216,6.49386,
L'Orangerie,"Site sportif, récréatif et de loisirs,Restauration",Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.769546,4.829674,
Ecuries Fabrice Gellet,"Site sportif, récréatif et de loisirs",Saint-Just-Saint-Rambert,42170,Loire,Auvergne-Rhône-Alpes,45.474697,4.276783,https://www.ecuries-gellet.com/
Fitpark,"Site sportif, récréatif et de loisirs",Ferney-Voltaire,01210,Ain,Auvergne-Rhône-Alpes,46.263677,6.118232,http://www.ferney-voltaire.fr/
le Pré de Foire,Site culturel,Sallanches,74700,Haute-Savoie,Auvergne-Rhône-Alpes,45.935352,6.62832,http://www.sallanchesmontblanc.com/
Montée au Col de la Madeleine,"Site sportif, récréatif et de loisirs",Saint-Jean-de-Maurienne,73300,Savoie,Auvergne-Rhône-Alpes,45.279449,6.346613,
Eglise Saint-Vincent de Nattages,Site culturel,Parves et Nattages,01300,Ain,Auvergne-Rhône-Alpes,45.743728,5.742812,
Royal d'Asie,Restauration,Salaise-sur-Sanne,38150,Isère,Auvergne-Rhône-Alpes,45.343453,4.803183,
Barbacane,Restauration,Le Chambon-sur-Lignon,43400,Haute-Loire,Auvergne-Rhône-Alpes,45.060212,4.306773,
Château de la Planche,Site culturel,Grazac,43200,Haute-Loire,Auvergne-Rhône-Alpes,45.185028,4.190442,
Le Bosquet,"Site sportif, récréatif et de loisirs,Restauration",Lyon 7e Arrondissement,69007,Rhône,Auvergne-Rhône-Alpes,45.753683,4.840204,http://lebosquet-bar.fr/
Gîte du Canal,Hébergement,Gannay-sur-Loire,03230,Allier,Auvergne-Rhône-Alpes,46.730997,3.608483,
Cigale,"Site sportif, récréatif et de loisirs,Restauration",Lyon 5e Arrondissement,69005,Rhône,Auvergne-Rhône-Alpes,45.764717,4.827789,https://www.cigalelyon.com/
Maison Chastagnol,Fournisseur de dégustation,Saint-Restitut,26130,Drôme,Auvergne-Rhône-Alpes,44.326154,4.763273,
Restaurant thaïlandais Nualjun - Chez Pukky,Restauration,Treignat,03380,Allier,Auvergne-Rhône-Alpes,46.3489,2.340716,http://www.restaurantthailandaisnualjun.fr/
"Balade de Prabouré, le Gros Rocher","Site sportif, récréatif et de loisirs,Itinéraire pédestre",Saint-Anthème,63660,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.55719,3.870788,https://praboure.fr/
Bibliothèque municipale,"Site sportif, récréatif et de loisirs,Site culturel",Montrottier,69770,Rhône,Auvergne-Rhône-Alpes,45.790135,4.466353,
Le Bistro Gourmand,Restauration,Le Broc,63500,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.49965,3.246541,
La Dinette Mobile,Restauration,Montjoux,26220,Drôme,Auvergne-Rhône-Alpes,44.500121,5.096869,https://www.ladinettemobile.fr/
Le p'tit Châtillon,Restauration,Châtillon-la-Palud,01320,Ain,Auvergne-Rhône-Alpes,45.980144,5.25979,
Le 1989 - Biergarten,"Site sportif, récréatif et de loisirs,Restauration",Grenoble,38000,Isère,Auvergne-Rhône-Alpes,45.192699,5.729663,
Vols panoramiques,"Site sportif, récréatif et de loisirs",Marnaz,74460,Haute-Savoie,Auvergne-Rhône-Alpes,46.071613,6.51861,http://www.savoie-helicopteres.com/
Parcours de santé,"Site sportif, récréatif et de loisirs",Saint-Sorlin-d'Arves,73530,Savoie,Auvergne-Rhône-Alpes,45.219171,6.232504,
Le Pigeonnier - Domaine les Gandins,Hébergement,Saint-Germain-de-Salles,03140,Allier,Auvergne-Rhône-Alpes,46.193676,3.242409,http://www.domainelesgandins.com/
Pizz A Murat,Restauration,Murat,15300,Cantal,Auvergne-Rhône-Alpes,45.110612,2.870603,
Terrain multisports,"Site sportif, récréatif et de loisirs",Montjoyer,26230,Drôme,Auvergne-Rhône-Alpes,44.476645,4.849495,https://www.mairiedemontjoyer.fr/
Rooster Pub Championnet,"Site sportif, récréatif et de loisirs,Restauration",Grenoble,38000,Isère,Auvergne-Rhône-Alpes,45.186374,5.723516,
Sur les pas de Saint-François de Sales,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Annecy,74000,Haute-Savoie,Auvergne-Rhône-Alpes,45.897257,6.130479,https://onelink.to/viannecy
Excursion - Marché de Pinerolo,"Site sportif, récréatif et de loisirs",Saint-Jean-de-Maurienne,73300,Savoie,Auvergne-Rhône-Alpes,45.279328,6.34657,https://www.trans-alpes.com/sorties/
Yacht Restaurant,Restauration,Évian-les-Bains,74500,Haute-Savoie,Auvergne-Rhône-Alpes,46.400891,6.598202,https://www.hilton.com/fr/hotels/xebhihi-hilton-evian-les-bains/dining/
Pêche au lac de Fontaine,"Site sportif, récréatif et de loisirs",Vacheresse,74360,Haute-Savoie,Auvergne-Rhône-Alpes,46.321893,6.744952,https://www.aappmacg.com/
Pub des copains,"Site sportif, récréatif et de loisirs,Restauration",Grenoble,38000,Isère,Auvergne-Rhône-Alpes,45.193488,5.729673,
Café Joyeux,Restauration,Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.762138,4.834494,https://www.cafejoyeux.com/fr/content/29-cafe-joyeux-lyon
Instant présent équitation et équicoaching,"Site sportif, récréatif et de loisirs",Montbrison,42600,Loire,Auvergne-Rhône-Alpes,45.609365,4.045788,https://www.instantpresent-equitation.fr/
Eco-hébergeur La Sauvagine,Hébergement,Glandage,26410,Drôme,Auvergne-Rhône-Alpes,44.696207,5.635514,http://gite-lasauvagine.fr/
Famille Gayet,Fournisseur de dégustation,Saint-Laurent-de-Chamousset,69930,Rhône,Auvergne-Rhône-Alpes,45.745396,4.450729,http://www.gayet-blad.fr/
Mediathèque municipale,"Site sportif, récréatif et de loisirs,Site culturel",Blacé,69460,Rhône,Auvergne-Rhône-Alpes,46.031936,4.644266,
Barcelonne,Site culturel,Barcelonne,26120,Drôme,Auvergne-Rhône-Alpes,44.871757,5.021804,https://barcelonne.fr/
Le Napoli,Restauration,Sail-sous-Couzan,42890,Loire,Auvergne-Rhône-Alpes,45.734308,3.970334,
Signal de la Serre,Site naturel,Bègues,03800,Allier,Auvergne-Rhône-Alpes,46.128649,3.151672,http://www.valdesioule.com/
Les Meublés des Pierres Dorées,Hébergement,Theizé,69620,Rhône,Auvergne-Rhône-Alpes,45.939533,4.616403,
Signal de l'Aage,Site naturel,Archignat,03380,Allier,Auvergne-Rhône-Alpes,46.34366,2.396818,http://www.archignat.fr/
Le Puy du Roc,Site naturel,Châtel-Montagne,03250,Allier,Auvergne-Rhône-Alpes,46.111031,3.682977,https://vichymonamour.fr/
Le Bois des Naix,Site culturel,Bourg-de-Péage,26300,Drôme,Auvergne-Rhône-Alpes,45.029862,5.050793,http://www.bourgdepeage.com/
Malissard,Site culturel,Malissard,26120,Drôme,Auvergne-Rhône-Alpes,44.901057,4.955645,"https://www.valence-romans-tourisme.com/fr/,http://www.malissard.fr/"
Insolite ! Le Kota de Morillon,"Location,Site sportif, récréatif et de loisirs",Morillon,74440,Haute-Savoie,Auvergne-Rhône-Alpes,46.075501,6.680653,
Signal de Saint-Pierre,Site naturel,Arfeuilles,03120,Allier,Auvergne-Rhône-Alpes,46.145101,3.744262,
L'Alternative,Restauration,Thiers,63300,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.839231,3.502236,
Pizza et paëlla Leita,Restauration,Amplepuis,69550,Rhône,Auvergne-Rhône-Alpes,45.972297,4.332696,http://www.leita-traiteur.fr/
Panorama,Site naturel,Châtelperron,03220,Allier,Auvergne-Rhône-Alpes,46.400145,3.637007,https://www.tourisme.label-destination.com/
Clos du Régrillon,"Location,Site sportif, récréatif et de loisirs,Site d'affaires",Pélussin,42410,Loire,Auvergne-Rhône-Alpes,45.415876,4.690054,https://closduregrillon.com/
Champ marrant,Fournisseur de dégustation,Saint-Michel-de-Saint-Geoirs,38590,Isère,Auvergne-Rhône-Alpes,45.303576,5.369724,
Panorama,Site naturel,Busset,03270,Allier,Auvergne-Rhône-Alpes,46.060286,3.514718,http://www.vichymonamour.fr/
Panorama,Site naturel,Bransat,03500,Allier,Auvergne-Rhône-Alpes,46.325494,3.243256,
Beauvallon,Site culturel,Beauvallon,26800,Drôme,Auvergne-Rhône-Alpes,44.85784,4.902166,"https://www.valence-romans-tourisme.com/fr/,http://www.beauvallon.fr/"
Pizzeria Pisolino,Restauration,Valence,26000,Drôme,Auvergne-Rhône-Alpes,44.923266,4.934206,http://www.pisolino.fr/
Prairial *,Restauration,Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.74166,4.82266,http://www.prairial-restaurant.com/
Les Rhodos,Restauration,Les Contamines-Montjoie,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.821371,6.727055,
L'Instant,Restauration,Romans-sur-Isère,26100,Drôme,Auvergne-Rhône-Alpes,45.049388,5.05377,https://www.restaurant-instant.com/
Sentier des belvédères,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Gex,01170,Ain,Auvergne-Rhône-Alpes,46.368191,6.016307,https://www.paysdegex-montsjura.com/
Microbrasserie Tetras Byre,Fournisseur de dégustation,Vinay,38470,Isère,Auvergne-Rhône-Alpes,45.206361,5.414845,https://www.tetras-byre.fr/
Boyer Sport Nature,"Site sportif, récréatif et de loisirs",Poncins,42110,Loire,Auvergne-Rhône-Alpes,45.726486,4.160597,https://www.boyersportnature.fr/
Le Petit Clerc,Restauration,Valence,26000,Drôme,Auvergne-Rhône-Alpes,44.932287,4.890838,https://www.chabran.com/fr/nos-brasseries/l-ephemere.html#le-petit-clerc
Saveurs sauvages,Fournisseur de dégustation,Commelle-Vernay,42120,Loire,Auvergne-Rhône-Alpes,45.990006,4.055573,
Cinéma Atmosphère,"Site sportif, récréatif et de loisirs",Saint-Genix-les-Villages,73240,Savoie,Auvergne-Rhône-Alpes,45.599877,5.633248,http://www.allocine.fr/seance/salle_gen_csalle=P5902.html
